length,p_a
12.0,0.3
12.0,0.3
6.0,0.3
12.0,0.3
12.0,0.3
6.0,0.3
3.0,0.3
60.0,0.3
30.0,0.3
60.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
20.0,0.3
60.0,0.3
12.0,0.3
60.0,0.3
10.0,0.3
60.0,0.3
60.0,0.3
15.0,0.3
6.0,0.3
60.0,0.3
12.0,0.3
6.0,0.3
12.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
6.0,0.3
30.0,0.3
60.0,0.3
60.0,0.3
30.0,0.3
60.0,0.3
12.0,0.3
6.0,0.3
60.0,0.3
60.0,0.3
30.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
3.0,0.3
60.0,0.3
12.0,0.3
60.0,0.3
60.0,0.3
3.0,0.3
60.0,0.3
30.0,0.3
2.0,0.3
12.0,0.3
6.0,0.3
12.0,0.3
60.0,0.3
60.0,0.3
60.0,0.3
12.0,0.3
20.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
6.0,0.3
20.0,0.3
12.0,0.3
12.0,0.3
12.0,0.3
30.0,0.3
60.0,0.3
4.0,0.3
12.0,0.3
60.0,0.3
20.0,0.3
12.0,0.3
30.0,0.3
30.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
60.0,0.3
60.0,0.3
60.0,0.3
12.0,0.3
20.0,0.3
6.0,0.3
6.0,0.3
12.0,0.3
6.0,0.3
30.0,0.3
20.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
20.0,0.3
12.0,0.3
12.0,0.3
30.0,0.3
60.0,0.3
12.0,0.3
6.0,0.3
60.0,0.3
60.0,0.3
20.0,0.3
12.0,0.3
12.0,0.3
30.0,0.3
12.0,0.3
60.0,0.3
60.0,0.3
4.0,0.3
60.0,0.3
6.0,0.3
60.0,0.3
30.0,0.3
60.0,0.3
6.0,0.3
30.0,0.3
30.0,0.3
12.0,0.3
60.0,0.3
60.0,0.3
6.0,0.3
12.0,0.3
30.0,0.3
30.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
60.0,0.3
10.0,0.3
5.0,0.3
2.0,0.3
6.0,0.3
60.0,0.3
12.0,0.3
12.0,0.3
3.0,0.3
6.0,0.3
12.0,0.3
6.0,0.3
60.0,0.3
6.0,0.3
30.0,0.3
12.0,0.3
30.0,0.3
12.0,0.3
30.0,0.3
12.0,0.3
12.0,0.3
12.0,0.3
12.0,0.3
12.0,0.3
3.0,0.3
15.0,0.3
30.0,0.3
6.0,0.3
10.0,0.3
60.0,0.3
60.0,0.3
30.0,0.3
12.0,0.3
6.0,0.3
60.0,0.3
60.0,0.3
30.0,0.3
12.0,0.3
30.0,0.3
12.0,0.3
4.0,0.3
30.0,0.3
60.0,0.3
30.0,0.3
6.0,0.3
60.0,0.3
60.0,0.3
8.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
2.0,0.5
6.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
3.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
8.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
8.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
2.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
4.0,0.5
12.0,0.5
24.0,0.5
6.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
8.0,0.5
24.0,0.5
8.0,0.5
24.0,0.5
2.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
2.0,0.5
4.0,0.5
24.0,0.5
8.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
4.0,0.5
2.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
8.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
6.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
2.0,0.5
6.0,0.5
6.0,0.5
6.0,0.5
24.0,0.5
24.0,0.5
8.0,0.5
12.0,0.5
8.0,0.5
24.0,0.5
3.0,0.5
12.0,0.5
6.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
8.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
6.0,0.5
12.0,0.5
24.0,0.5
6.0,0.5
4.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
6.0,0.5
12.0,0.5
24.0,0.5
8.0,0.5
12.0,0.5
12.0,0.5
3.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
4.0,0.5
2.0,0.5
4.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
12.0,0.5
24.0,0.5
24.0,0.5
24.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
6.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
24.0,0.5
8.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
12.0,0.5
6.0,0.5
12.0,0.5
4.0,0.5
12.0,0.5
12.0,0.5
8.0,0.5
24.0,0.5
24.0,0.5
6.0,0.5
12.0,0.5
24.0,0.5
6.0,0.7
30.0,0.7
42.0,0.7
10.0,0.7
105.0,0.7
202.0,0.7
6.0,0.7
30.0,0.7
70.0,0.7
2.0,0.7
6.0,0.7
30.0,0.7
30.0,0.7
30.0,0.7
10.0,0.7
30.0,0.7
30.0,0.7
14.0,0.7
6.0,0.7
42.0,0.7
10.0,0.7
30.0,0.7
10.0,0.7
2.0,0.7
3.0,0.7
10.0,0.7
30.0,0.7
6.0,0.7
202.0,0.7
202.0,0.7
6.0,0.7
15.0,0.7
14.0,0.7
6.0,0.7
14.0,0.7
2.0,0.7
2.0,0.7
1.0,0.7
30.0,0.7
6.0,0.7
2.0,0.7
2.0,0.7
6.0,0.7
14.0,0.7
30.0,0.7
30.0,0.7
42.0,0.7
6.0,0.7
2.0,0.7
6.0,0.7
30.0,0.7
6.0,0.7
202.0,0.7
42.0,0.7
70.0,0.7
42.0,0.7
30.0,0.7
6.0,0.7
3.0,0.7
42.0,0.7
6.0,0.7
10.0,0.7
6.0,0.7
6.0,0.7
202.0,0.7
202.0,0.7
30.0,0.7
10.0,0.7
42.0,0.7
30.0,0.7
6.0,0.7
2.0,0.7
30.0,0.7
6.0,0.7
202.0,0.7
30.0,0.7
30.0,0.7
6.0,0.7
42.0,0.7
6.0,0.7
30.0,0.7
2.0,0.7
202.0,0.7
42.0,0.7
42.0,0.7
70.0,0.7
6.0,0.7
42.0,0.7
42.0,0.7
6.0,0.7
6.0,0.7
202.0,0.7
35.0,0.7
21.0,0.7
2.0,0.7
70.0,0.7
42.0,0.7
2.0,0.7
21.0,0.7
2.0,0.7
2.0,0.7
2.0,0.7
10.0,0.7
2.0,0.7
6.0,0.7
42.0,0.7
42.0,0.7
30.0,0.7
42.0,0.7
2.0,0.7
6.0,0.7
30.0,0.7
6.0,0.7
6.0,0.7
15.0,0.7
3.0,0.7
7.0,0.7
6.0,0.7
202.0,0.7
30.0,0.7
6.0,0.7
5.0,0.7
202.0,0.7
14.0,0.7
1.0,0.7
1.0,0.7
42.0,0.7
42.0,0.7
30.0,0.7
42.0,0.7
30.0,0.7
6.0,0.7
6.0,0.7
42.0,0.7
70.0,0.7
10.0,0.7
2.0,0.7
6.0,0.7
10.0,0.7
2.0,0.7
30.0,0.7
30.0,0.7
6.0,0.7
10.0,0.7
14.0,0.7
6.0,0.7
2.0,0.7
30.0,0.7
10.0,0.7
2.0,0.7
30.0,0.7
14.0,0.7
15.0,0.7
21.0,0.7
6.0,0.7
6.0,0.7
6.0,0.7
42.0,0.7
2.0,0.7
70.0,0.7
30.0,0.7
30.0,0.7
6.0,0.7
30.0,0.7
30.0,0.7
21.0,0.7
10.0,0.7
42.0,0.7
21.0,0.7
202.0,0.7
70.0,0.7
70.0,0.7
30.0,0.7
15.0,0.7
6.0,0.7
6.0,0.7
30.0,0.7
42.0,0.7
30.0,0.7
2.0,0.7
6.0,0.7
6.0,0.7
42.0,0.7
6.0,0.7
30.0,0.7
10.0,0.7
1.0,0.7
14.0,0.7
14.0,0.7
42.0,0.7
6.0,0.7
42.0,0.7
6.0,0.7
30.0,0.7
2.0,0.7
30.0,0.7
6.0,0.7
6.0,0.7
6.0,0.7
10.0,0.7
2.0,0.9
1.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
1.0,0.9
1.0,0.9
1.0,0.9
3.0,0.9
2.0,0.9
3.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
1.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
3.0,0.9
1.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
3.0,0.9
6.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
1.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
3.0,0.9
1.0,0.9
2.0,0.9
1.0,0.9
2.0,0.9
1.0,0.9
6.0,0.9
3.0,0.9
2.0,0.9
3.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
3.0,0.9
2.0,0.9
2.0,0.9
3.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
3.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
3.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
6.0,0.9
1.0,0.9
1.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
1.0,0.9
3.0,0.9
6.0,0.9
2.0,0.9
6.0,0.9
2.0,0.9
3.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
6.0,0.9
1.0,0.9
6.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
3.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
1.0,0.9
2.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
6.0,0.9
1.0,0.9
1.0,0.9
1.0,0.9
2.0,0.9
6.0,0.9
6.0,0.9
6.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
2.0,0.9
2.0,0.9
3.0,0.9
6.0,0.9
6.0,0.9
2.0,0.9
3.0,0.9
2.0,0.9
6.0,0.9
6.0,0.9
1.0,0.9
2.0,0.9
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
